"chinese","sign"
"我剛剛已經回答了你的問題","你/問題/我/剛剛/回答你/完了"
"他開車經過了許多高樓","大樓/他/開車/經過"
"我們約明天下午三點見面","我們兩個/明天/下午/三點/約/見面"
"明天我安排了一場會議","明天/會議/我/安排/完了"
"媽媽昨天整理好了客廳","媽媽/昨天/整理/客/地方/整理/結束"
"我今天上班又遲到了","今天/工作/我/遲到/又來了"
"他問了我一道數學題目","數學/題/他/問我"
"我們要分配好自己的時間，這樣做事才會有效率","我/這些/自己/時間/分配/要/工作/事情/試試看/完成/快"
"你不要引誘他人做違法的事情","你/不要/引誘/什麼/違法/做/事情/不"
"房子後面開了許多玫瑰花","房子/後面/這/開花/玫瑰"
"歹徒心狠手辣，非常殘忍","這/壞/人/壞/ 心/殘忍/壞/很"
"他獲保釋後接受電視專訪","他/保釋/保釋/電視/訪問"
"這間銀行很古老","這/銀行/地方/銀行/舊/古老"
"藝人日前記者會宣布破產","藝人/他/將來的最近/紀錄/人/會議/宣佈/我/破產"
"籃球是我最喜歡的運動","運動/類別/其中/籃球/我/喜歡/很"
"他每天早晚都洗澡","他/每天/早上/晚上/洗澡"
"公園裡的玫瑰很美","公園/花/玫瑰/美"
"我喜歡那個漂亮的女生","那/女生/漂亮/我/喜歡/見/喜歡"
"森林遊玩要注意蜜蜂，以免被攻擊","去/森林/玩/注意/什麼/蜜蜂/攻擊/小心//如果/攻擊/你/注意"
"德國人喜歡喝啤酒","德國/人/那/啤酒/那/喜歡/喝/喜歡"
"我求媽媽帶我去動物園玩","動物園/玩/這/我/求/媽媽/求/媽媽/我/帶/去"
"我相信他不是故意的","我/相信/他/故意/不是"
"我們去買飲料","我們/去/飲料/買"
"我每天騎腳踏車上學","我/每天/騎腳踏車/去/讀書"
"那隻鳥的顏色很特別","那/鳥/顏色/特別"
"他的白髮變黑了，好神奇","他/白/髮/變/黑/奇怪"
"請朝著這張紙吹氣","這/張/這/吹"
"今天的天空是藍色的","今天/顏色/天空/藍/顏色"
"每天跑步對身體很好","每天/跑/身體/對/好"
"我喜歡煮魚料理","魚/煮/我/喜歡"
"照顧小孩真麻煩","小孩/照顧/麻煩"
"一碗米飯大概三百卡","米/碗/大概/三百/熱/程度"
"這個盒子是空的","這/盒子/空"
"他買的麵包很香","麵包/他/買/這/香"
"弟弟打破了這個玻璃杯","玻璃/杯子/這/弟弟/拿/打破"
"集市擠滿了買賣東西的人","買賣/地方/人/擠/買/賣/東西/賣"
"我忙得沒時間吃飯","我/忙/吃飯/時間/沒有"
"他很熱情，可是並不囉嗦","他/熱情/很/可是/囉嗦/不會"
"我買了去日本的機票","飛機/去/日本/飛機/票/我/買/結束"
"鐘響之後，老師就叫學生回來上課","鈴/完了/老師//叫/大家過來/念書"
"我們一起照相","我倆/一起/照相"
"他幫我買火車票","火車/票/他/幫我/買"
"過馬路要注意安全","路/邊/走/安全/注意"
"老師帶學生參加科學展覽","科學展/學生/老師/帶/進入"
"貓很可愛","那/貓/可愛"
"昨天他們一起抓住了小偷","小(偷)/這/他/昨天/他們/一起/抓"
"醫生要我配合，感冒才會好得快","醫生/要/我/相配/要/感冒/病/恢復/快/能"
"媽媽把這塊肉切成碎塊","肉/塊/媽媽/剁/碎塊/剁/碎塊"
"明天我們要慶祝你的生日","你/生日/明天/我們/幫忙/祝/慶祝"
"這張椅子少了一隻腳","這/椅子/四隻腳/腳/少一"
"毛毛蟲變成蝴蝶了","毛毛蟲/變/蝴蝶"
"請修改這份文件","請/張/請/改/這/改"
"我希望能與你交換位置","我/希望/什麼/你/我/位置交換"
"這份文件需要再增加表格及圖示說明","這/張/這/要/加/什麼/表格/再/第二個/畫/內容/解釋"
"哥哥追著弟弟跑","弟弟/哥哥/追/跑/追"
"聊天是舒壓的好方法","舒服//身體/方法/什麼/聊天/棒"
"吃飯的時候專心吃飯，請勿聊天","你/吃飯/聊天/不/吃飯/正(認真)/吃飯"
"這輛車很便宜","這/車/便宜"
"考試不可作弊","考試/作弊/不能"
"爸爸是英語系主任","爸爸/他/英文系/主任/是"
"他的小孩長大了","他/小孩/長大"
"有好多小孩在跑來跑去","小孩/他們/跑來跑去"
"他是成熟男人還是幼稚男孩?","他/男/人/成(成人)/怎麼//幼稚/小孩/男/怎麼//這倆個/怎麼"
"農曆新年很熱鬧","春節/溫暖/熱鬧/吵鬧"
"我會包水餃","我/水餃/會"
"請挑選你要的顏色","你/顏色/你/想/什麼/你/選"
"鐵筷比竹筷還要環保","鐵/筷子/竹子/筷子/比較/這/環保/棒/贏"
"鐵筷比竹筷還要環保","竹/筷子/鐵/筷子/比較/這/環保/棒/贏"
"星期天去教會","禮拜天/去/教堂"
"這裡新蓋了一間教堂","這/新/建設/什麼/教堂"
"他對菸酒上癮","他/這/香煙/酒/上癮"
"校園禁止抽煙","學校/這/抽煙/禁止"
"這座城市很漂亮","這/城/四周/美/美"
"剛剛發生車禍，於是我申請了保險理賠","剛剛/發生/車禍/這/申請/保險/索賠"
"他跟我是同學","我倆/同學/是"
"你的房間整理得很乾淨","你/住/房間/那/乾淨/棒/整理/棒"
"病人使用過的東西記得必須清洗乾淨","病人/這/使用/東西/這/你/記得/什麼/那/東西/乾淨/洗/東西/乾淨/要"
"你離開時，幫我把門關上","你/離開家/幫我/關門"
"關門時要輕一點","你/手把/關門/關門/輕"
"衣服在桌子上","桌子/衣服/放"
"雲在天上","雲/那裡"
"昨天陰天，今天大太陽","昨天/陰天//現在/太陽"
"這個小丑不時出現，逗人發笑","這/小/小丑/忽然/到處/笑/幽默"
"媽媽很怕蟑螂","那/蟑螂媽媽/那/怕"
"這杯咖啡很苦","這/咖啡/喝/苦"
"吃完一大碗冰後我覺得很冷","冰/大碗/我/吃/覺得/冷"
"你有收集郵票嗎?","郵票/張/郵票/你/收集/有沒有"
"這個顏色太暗了","這/顏色/暗"
"這衣服穿起來很舒服","這/衣服/穿/舒服"
"剛剛爸爸命令我去整理房 間","剛剛/爸爸/命令我/去/房間/整理"
"他送給我一張照片作紀念","他/送我/張/照片/紀念"
"這裡的會員可以免費使用運動器材","這/會員/可以/每/所有/可以/什麼/這/運動/東西/什麼/全部/免費/全部/可以"
"我拿「冠軍」已經是司空見慣了","第一名/拿/我/每/司空見慣"
"開會時要充分溝通","開會/溝通/要/溝通/想/什麼/溝通/要"
"他通學一年了，身體很累，所以決定住校。","他/通學/一年/身體/累/想/一定/住/學校"
"謝謝貴公司一直以來對我們的信任與支持","謝謝/你/公司/你/相信/我們/支持"
"弟弟和哥哥在比較誰比較高","弟弟/哥哥/比較/高/贏/誰/"
"弟弟比賽第一名","弟弟/比賽/第一名"
"隨著科技的進步，手機功能也越來越複雜","科技/快/進步/手機/種類/這/複雜/手機/複雜/這/複雜"
"我們要常常關心家人","這/家/父母/兄弟/這/他們/常常/關心/要"
"祝你生日快樂","祝/蛋糕/快樂"
"這部電影既愚蠢、無聊又保守","這/電影/呆/呆板/守舊"
"請你下次記得與我聯絡","請/你/下/記得/我/聯絡/要"
"散播疫情假訊息，最高罰300萬元","散播/病/擋/傳染/那/假//那/罰/最高/錢/三百/萬"
"你要仔細看簽約的內容","你/寫/簽約/張/你/閱讀/細/閱讀/要"
"你做事一定要考慮清楚，不要反反覆覆","你/做/事/什麼//你/想/清楚/再/一定//出爾反爾/不要"
"這個答案正確","這/答案/正確"
"這個市長不腐敗貪婪，很公正","這/市長/他/貪污/貪心/沒有//他/公/正/好"
"咳嗽要記得吃藥","咳嗽/藥/吃/記得"
"國與國之間的關係，瞬息萬變","國/國/兩個/關係/忽然/變化"
"他最喜歡音樂課","唱歌/指揮/課/他/喜歡"
"毀約可不是賠錢就能了事","你/契約/你/失約/賠錢/不"
"簽訂契約時要先仔細檢查條文","契約/張/契約/要/什麼/閱讀/細/要"
"做人不要太貪心，否則會因小失大","做/人/貪心/不//不然/浪費/怕"
"牛可以幫忙耕田","牛/可以/幫忙/什麼/那/耕田/田/耕田/可以"
"他又遲到了，令我發狂","他/遲到/老是/積怨/發狂"
"他是一位負責的刑警","他/刑警/警察/他/工作/事情/負責/好"
"遭人批評的時候，要先冷靜的自我反省","他們/批評/我// 生氣/不要/冷靜/想/自己/看/看自己/自己"
"過馬路要停下來兩邊看看 ","你/路/走過/等/等/左見/右見"
"那家店湧入了許多人潮","那/商店/人/湧入"
"早上搭公車的人很多很擠","早上/公車/裡面/人/多/擠"
"他哭了","他/哭"
"孩子的教育不能等","孩子/屬於他們/教育/培養/等/等/不能"
"我第一次出國，對於所看到的一 切事物都很好奇","我/搭飛機/第一次//我/對於/見/好奇/見/好奇"
"剛剛接到學校電話，兒子又逃學了","剛剛/接電話/學校/接電話//我/兒子/逃/逃學/老是"
"等車應該依序排隊，不可插隊","那/車/這/等/這/人/輪流/排隊/插隊/不行"
"每年換季期間，百貨公司都會降價","每/年/衣服/換/什麼/短袖/長袖/換/時間/期//這/百貨公司/這/會/降價"
"跳舞是好的運動","跳舞/這/運動/好"
"他與我辯論，往往勝利","他/我/辯論/我/輸/他/辯論/他/贏"
"保持口腔乾淨是預防蛀牙最好的方法","你/口/乾淨/好/什麼//蛀牙/刷牙/髒/黏/不行/刷牙/乾淨/蟲/不會"
"這個洞穴很深","這/洞/很/深"
"我決定努力學習手語","手語/學/我/決定/努力"
"你一定要幫我","你/幫我/一定"
"他想一定要去美國讀書","他/想/一定/去/美國/讀書"
"台灣製造的機器品質很好","台灣/有/機器/建設/各式各樣/品/程度/特別/好"
"他送我一張卡片","卡片/他/送我"
"這座橋的外型設計很好看又有創意","這/橋/這/設計/樣子/見/好/創作/好"
"不懂的字要勤查字典","字/一竅不通/自己/這/檢查/字典/要"
"我的狗昨天死了","昨天/我/狗/死"
"我們的飲食習慣和國外不一樣","我們/吃飯/飲料/習慣/四處/國外/不一樣"
"遇到困難時，我可以幫你","碰見/困難/有//我/幫你/可以"
"昨天的考試很難","昨天/考試/難"
"這種食物容易消化，適合老人吃。","這/東西/吃/消化/簡單//這/老人/老/吃/適合/這"
"妹妹正在用功念書","妹妹/現在/用功/念書/用功/用功"
"你的手很髒","你/手/髒/很"
"郊遊計畫因下雨而取消，令人失望難過","旅遊/玩/設計/計畫/那/下雨/取消//失望/難過"
"不要難過，我會陪你","難過/不/我/陪伴/會"
"你不要因為碰到小小的阻礙而灰心","你/碰壁/阻礙/少/灰心/不要"
"我們在討論畢業旅行的事情","我們/討論/什麼/畢業/旅行"
"我怕兔子，看到兔子會討厭 ","這/兔子/這/怕/見/討厭/不喜歡"
"弟弟喜歡收集盤子","盤子/弟弟/喜歡/收集/喜歡"
"解散後，大家自行回去","解散/大家/自己/回去"
"下課去商店買飲料","下課/去/買賣/地方/飲料/買"
"他們倆剛離婚","他倆/剛剛/離婚"
"頭暈是高血壓的症狀之一","頭/頭暈/什麼/高血壓/病/其中/一"
"工作要認真","工作/認真/要"
"這件事和他沒關係，你不能牽扯到他","這/事情/他/沒關係//你/抓他進來/不能"
"這隻狗很瘦","這/狗/瘦"
"門上有很多裝飾","門/這/物體"
"我想喝汽水，請你幫我去買好嗎","汽水/我/想/喝//你/幫我/去/買/好"
"開車需要有駕照","開車/證明/要"
"我口渴，要喝水","乾/我/喝/要/喝/要"
"用電鍋煮蛋很簡單","電鍋/蛋/蛋放進去電鍋/煮//簡單/便利"
"這張考卷很簡單","這/紙/考試/紙/容易/容易"
"他包的餃子很好吃","他/水餃/吃/好"
"你今天晚上要回家吃飯嗎","你/今天/晚上/回家//吃飯//要"
"他努力得到第一名","他/認真/努力/獲得/第一名"
"他常說話說得太自大，你可別相信 ","他/演講/自大/演講//你/他/相信他/不行"
"媽媽抱抱小孩","小孩/媽媽/抱"
"家裡沒有人","家/裡/人/空"
"最近又發生以色列和巴勒斯坦國家衝突","最近/總是/發生/什麼/以色列/這/巴勒斯坦/這/國/二/國家/敵人/常常/發生"
"把英文學好很重要","讀/英文/讀/學習/重要"
"環境保護，人人有責","環境/保護/每/人/責任"
"努力學習是為了有更好的將來","學習/努力/目的/未來/更/棒"
"夏天的夜晚很熱","夏天/夜晚/熱"
"今天晚上特別安靜","今天/晚上/安靜"
"每次出門都要帶錢包","每/出/錢/皮包/放進/要"
"每天游泳對身體很好","每天/游泳/幫我/身體/好"
"出國旅行前，要記得換一些外幣","國外/飛機/旅遊/國外/錢/換記得"
"媽媽不允許我出去玩","我/去/出/玩/媽媽/允許/沒有"
"比較貴的東西品質一定比較好","東西/貴/品/程度/一定/棒"
"他開始解釋遲到的理由了","他/遲到/開始/解釋/什麼"
"你的眼睛怎麼腫腫的","你/眼睛/腫/什麼"
"他的臉上有疤痕","他/臉/疤痕"
"昨天的棒球比賽，結果我們輸了","昨天/棒球/比賽/結果/我們/輸"
"我比賽輸了","我/比賽/輸"
"你最好不要失約","你/失約/不要/記得"
"現在網路上有很多騙人的假新聞","現在/網/路/新聞/這些/假/騙/很多"
"我來自三代同堂的大家庭","我/來自/什麼/大/家庭/三/三代"
"他爸爸是有名的演員","他/爸爸/演員/有名"
"農夫用水管澆農田","農/田/那/農夫/水/管子/澆水"
"他跑得很快","他/跑/直/快"
"養育孩子是很辛苦","小孩/養/育/苦/累"
"男性與女性應該平等","男/女性/平等/一樣/要"
"他們倆工作忙，很少見面","他倆/工作/忙/見面/少"
"這裡的水果很少","這/水果/這些(種類)/少"
"我買了一點麵包","麵包/我/買/過了/一點"
"表演結束之後來找我","表演/結束/完了//你/來/找/我"
"我可以做完","做/結束/我/可以"
"她剛剛完成了博士論文
","這/女生/博士/論文/剛剛/寫/結束"
"澳洲的一片森林被大火燒掉了","澳洲/森林/火/乾淨"
"日本的櫻花全都開花了","日本/變/(到處)/開花"
"工作還沒完成，繼續把它做完","工作/完/還沒/再/繼續/工作/完"
"連續的大雨使得多處山崩","下雨/連/那/山/山崩"
"他對外國的生活充滿嚮往","他/外國/活動/情形/他/渴望/希望"
"我們要保護森林","森林/我們/保護/要"
"她忘了帶錢包出門","他/出/錢/皮包/他/忘記/帶"
"這裡有個怪味道","這/聞/奇怪/聞/奇怪"
"這花聞起來好香","這/花/這/聞/香"
"這杯咖啡聞起來很香","這/咖啡/這/聞/香"
"他真的是我朋友 ( 他是一個真誠的朋友)","他/我/朋友/真/是"
"我的朋友在日本","我/朋友/那/日本/那"
"所有座位都滿了","座位/全部/滿"
"我吃飽了","我/吃飯/飽"
"未來移民到外星球是有可能的","未來/星球/我/移居/可以/能/有"
"我的眼鏡斷掉了","我/眼鏡/壞掉"
"他想去英國旅行","他/想/去/英國/旅行"
"爸爸帶我去高雄玩","高雄(地名)/我/爸爸/帶/去"
"下班之後要去健身房運動","下班/去/健身房/各種運動"
"他唸書的目的很明確","他/讀書/目的/清楚/很"
"那隻羊是黑色的","那/羊/那/黑"
"金是一種貴重金屬","鐵/金/種類/其中/一/金/貴"
"早安，你好","早/安靜/好"
"我今年六月高中畢業","我/今年/六月/高三/畢業"
"爺爺喜歡爬山","爬山/爺爺/喜歡/他"
"這是奶奶最愛的佛珠","佛珠/這/奶奶/很/喜歡/愛/這"
"葡萄不是長在樹上","葡萄/樹/那/掛樹上/那/不是"
"多看綠色植物對眼睛有益","綠/樹/眼睛//見/幫我/棒"
"我長大以後想當老師","長大/以後/想/做/老師"
"你在這裡等我","你/這/等"
"他有賴床的習慣","他/習慣/什麼/床/睡"
"每個國家都有他們的習慣","每/國家/地方/有/習慣/(四處)有"
"他把頭髮染成金色","他/頭髮/顏色/變/金/色"
"你喜歡吃漢堡嗎","漢堡/吃/你/喜歡"
"他認真的樣子很帥","他/認真/臉/認真/英俊/棒"
"我很快樂","我/快樂"
"我沒有錢","我/錢/沒有"
"校長是個年輕人","校長/他/年輕人/他"
"多運動可以保持健康","運動/多/身體/健康/依然"
"一天一個蘋果，身體健康，不用去看醫生","一天/蘋果/一/顆/對/身體/健康/去/看/醫生/不用"
"聽音樂是休閒之一","休息/消遣/什麼/這/聽/歌/是"
"我的朋友心臟不好","我/朋友/心/心跳/不好"
"女人的體重是秘密","女性團體/體重/秘密"
"請幫我拿東西過來","東西/幫我/拿"
"他的狗被車撞了，他著急得哭了","他/屬於他/狗//被車撞//他/著急/哭"
"我以後希望當老師","我/以後/希望/做/老師"
"希望明天是晴天","希望/明天/晴天"
"國王有很多匹馬","國王/那/馬/數量/多"
"她昨天離開醫院","醫院/她/昨天/離開醫院"
"今天天氣很熱","今天/天氣/熱"
"夏天蚊蟲很多","夏天/夏天/蚊子/多"
"這間屋子很漂亮","這/屋子/漂亮"
"姊姊已經30歲了","姊姊/年紀/30歲/超過"
"他年紀大了身體不好","他/年紀/老/身體/不好"
"請你來我家玩","我/家/來/玩"
"我是學生","我/學生"
"他每天游手好閒，大家都輕視他","他/每天/閒閒沒事/休閒/玩//他們/見他/輕視"
"如果你不出席會議，記得要跟我說","如果/你/會議/參加/不要//你/記得/告訴我"
"努力學習是為了有更好的將來","學習/努力/目的/未來//更/棒"
"他正努力學習如何當爸爸","他/努力/正/學習/什麼/如何/做/爸爸"
"爸爸催促我立刻上床睡覺","爸爸/催/立刻/去/睡覺"
"爸爸要我馬上回家","爸爸/告訴我/馬上/回家/馬上"
"也許明天會下雨","明天/下雨/也許/會"
"中場休息三十分鐘","介入(中間)/休息/三十分鐘"
"請自我介紹一下","(叫人)/我/自己/介紹"
"到台灣旅行，行李要經過檢查","台灣/旅遊/飛到/行李/檢查/翻箱倒櫃/要"
"我答應他的邀請","他/邀請我//我/答應"
"貓咪跳上了屋頂","屋子/屋頂/貓/跳到屋頂"
"老師的主要工作是教學","老師/工作/正(主要)/什麼/教"
"我的鑰匙不見了","我/鑰匙/遺失"
"殺人是犯法的","人/殺/這/違法/失約"
"我會包水餃","我/水餃/知道"
"你知道我的眼鏡在哪裡嗎?","我/眼鏡/哪裡/你/知道"
"你認識我的老師嗎?","老師/你/我/老師/你/認識"
"你認識我嗎?","你/見我/認識"
"知識就是力量","力量/什麼/知識"
"學校裡有一座人工湖","學校/裡/人/工/挖/湖/有"
"我看到坵蚓從土裡鑽出來","土/平/我/見/蚯蚓爬出來"
"這個地方的土很肥沃","這/土/這/土/這/夠/肥沃"
"我會三種語言","我/語言/三/會"
"那個笑話，讓他笑了五分鐘","這/笑話/他/笑/摀嘴/五分鐘"
"我家離圖書館很近","圖書館/我/家/兩者距離/近"
"剛出生的嬰兒體重很輕","嬰兒/剛剛/出生/這/體重/輕"
"我喜歡聽音樂","唱歌/指揮/我/聽/喜歡"
"我喜歡你","你/我/喜歡"
"那個女生喜歡看書","那/女生/喜歡/什麼//看/書"
"喝太多酒對身體不好","酒/喝/多/對/身體/不好"
"我住在台北","我/住/台北"
"一個人在家好無聊","只有一個/家/在/無聊"
"他寫功課，因為不懂，所以寫了很久","他/念書/寫/不懂/久"
"請幫我找一下同學","幫我/同學/找"
"爸爸很愛媽媽","媽媽/爸爸/愛(表情加強)"
"這台機車性能很好","這/機車/機器/堅固/棒"
"姐姐出門前會先化妝","姐姐/出/之前/會/什麼/化妝"
"陳先生很喜歡那位小姐","那/女性/那/陳/先生/見/喜歡"
"我不認識那個男生","他/男/我/見/不認識"
"他有許多煩惱的事情","他/討厭/事情/多"
"我們明年要結婚了","我們兩個/明年/結婚"
"你願意和我結婚嗎?","結婚/願意"
"他的房間很亂","他/家/住/家裡/亂"
"哥哥教弟弟寫數學功課","弟弟/數學/寫/哥哥/教"
"她可以跟我們一起去旅遊嗎?","我們/一起/去/旅行/玩/她/加入/可以"
"他可以完成所有事情","全部/事情/他/全部/做/結束/行/可以"
"等一下去藥局領藥","等/去/藥局/藥/拿"
"我們下次再見面","我們/下/再/見面"
"每個星期一都要開會","每個星期/星期一/開會/一樣"
"這次會議因人數過多而取消","這/會議/那/人/參加/多/怎麼辦/取消"
"嬰兒要喝奶","嬰兒/奶/要"
"考試時要仔細，別看錯題目 ","你/考試/閱讀/題/要/閱讀/看/見/錯/不行/仔細看/要"
"出門記得要帶錢","嗨/出/記得/錢/放口袋"
"媽媽是全天下最好的","媽媽/全世界/好/第一名/好"
"昨天阿姨來我家玩","昨天/阿姨/來我家/玩"
"一台機車要價五萬，很貴","機車/一/五萬/貴"
"我上禮拜跟爸爸去爬山","上個星期/我/爸爸/我倆/去/爬山/山"
"要隨時保持口腔清潔","隨意/時間/口/乾淨/保護/依然"
"登山是其中一種戶外活動","戶/外/活動/其中/一/爬山"
"看電影時請保持安靜","電影/欣賞/安靜/保持"
"搬家很辛苦","搬家/辛苦"
"互相關心是婚姻幸福的關鍵","互相/關心/這兩個/夫妻/幸福/重要/這"
"他的名字看起來很不錯 ","他/名字/看/棒"
"隔壁鄰居是個老先生","鄰居/下一個/這/老/先生"
"快輪到他表演了，他很緊張","快接近/下一個/他/表演//他/緊張/緊張B"
"這個背包是新的","這/背包/新"
"我要看報紙","報紙/我/看/要"
"下一站要下車","搭車/那/下一個/那/下車"
"明年我要去美國","明年/美國/我/去"
"你要吃麵還是吃飯？","麵/米/這兩個/吃/什麼"
"這雞肉飯勉強還可以","這/雞/吃飯/吃/還不錯"
"每個地方都有好人和壞人","各處/人/好 /人/不好/有"
"今天是星期幾呢?","今天/星期幾"
"現在是幾點呢?","現在/幾時"
"今年端午節媽媽要包粽子","現在/年/粽子/節/媽媽/包粽子"
"你的車牌號碼是多少","你/開車/牌/號碼/嗎"
"台灣護士的專業能力很強","台灣/護士/專/業/技術/棒"
"肥胖對身體不好","胖/對/身體/健康/不好"
"你變瘦了","你/胖/變/瘦"
"辦公室請保持乾淨","辦公室/乾淨/依然"
"他經常睡不著","他/睡/做不成/經常"
"我常常去跑步","跑/我/常常"
"炒菜時要用油","菜/炒/油/倒/要"
"他丟了許多舊報紙","他/舊/報紙/攤開/亂丟"
"那隻狗很老了","那/狗/老/爬"
"姊姊沒有男朋友","姊姊/男/朋友/沒有"
"我有一件裙子","我/裙子/有/一"
"爸爸一個鐘頭後就回來了","爸爸/一個鐘頭/回來"
"這間教室只有我一個人","這/教室/全部/我/只有一個/人"
"這件牛仔褲很緊","這/牛/褲子/緊/悶"
"我會三種語言","我/口語/三/會"
"橘子是我最喜歡的水果","水果/其中/橘子/我/喜歡"
"原來他是老師","他/老師/原來"
"你還有其他的計劃嗎?","你/想/計畫/又/其他/有沒有"
"外面的天氣不錯","外面/那/晴天/還不錯"
"我好想出去玩","我/去/玩/想"
"這件褲子是名牌","這/褲子/有名/貴"
"紅線不能停車","紅/邊/停車/不行"
"我要參明天下午的會議","明天/下午/會議/我/參加//要"
"他通過了重重考驗","他/考試/輪流/他/過/通過"
"我以前很胖，現在變瘦了","我/以前/胖//現在/瘦/竹子"
"剛剛忍不住笑了起來","剛剛/忍耐/笑/忍耐/不能"
"警察識破犯人的計謀","他/壞人/他/設計/他/警察/看穿/破"
"這是標準答案","這/答案/標準"
"那邊有兩個人","那/兩個/人/那"
"我喜歡運動","運動/我/喜歡"
"每個星期三要運動","每/星期三/運動/要"
"新年前記得先訂火車票","新年/前/火車/票/首先//訂/記得"
"他計畫明年去滑雪","他/計畫/明年//去/雪/滑雪"
"農夫在田裡種了各種各樣的水果","田/農夫/種/水果/各式各樣"
"請再說一次","請/再/說/請/再/說/再/一"
"警察是人民保母","社會/他們/警察/保護/是"
"弟弟去郵局寄信","弟弟/寄信/這/去/這/郵局"
"每天練習就會進步","每天/練習/進步/會"
"我需要做比賽前的準備","比賽/我/準備/要"
"他解決了這道數學問題","這/數學/問題/他/解決/行"
"沒有解決不了的問題","問題/一筆勾銷/難/沒有"
"這個節目很好看","這/節目/看/棒"
"他的中文進步很多","他/中文/進步"
"老舊建築必須保留原狀","大樓/舊/古/保護/依然/一樣"
"他把我拉過去","他/拉我"
"他推我下去池子裡","池/這/池/他/我/他/我/他/推"
"看電影時請保持安靜","電影/看/講/安靜/依然"
"外面下雨了","外面/下雨"
"下雨不能出門","下雨/出/不能"
"盒子裡的老照片是珍貴的回憶","盒子/這/舊/古老/照片/珍惜/保護/以前"
"我最近買了一部電腦","電腦/我/過去的最近/買"
"所有動物的血都是紅色的，是吧?","動物/這些/紅/血/全部/紅/是"
"媽媽把紙條貼在冰箱上","媽媽/紙/寫/冰箱/貼上"
"全台灣的人民都想阻擋新冠狀病毒散播","台灣/全台灣/心/ 一樣/想/一樣/什麼/這/新冠狀病毒/傳播/這/擋"
"這家餐廳生意很好","這/餐廳/人/湧入/棒"
"地球繞著太陽轉","太陽/地球/繞著太陽轉"
"米是台灣的主食","台灣/吃/大部分/什麼/米"
"他很有錢，到處亂花","他/豐富/有錢/花錢(到處)"
"河邊有許多野花","河/邊/自/花/開花/多"
"這條道路是新的","這/道路/這/新/這"
"剛剛弟弟跨越了平交道","剛剛/平交道/弟弟/剛剛/跨越/走"
"妹妹搶了弟弟玩具","弟弟/玩/他們倆/妹妹/搶"
"每日鹽巴要適中而不過量","每天/鹽/中/過/不"
"他走了一圈，又回到了原點","他/走一圈/這/回/一樣"
"他們兄弟長的一樣","他倆/哥哥/弟弟/臉/一樣"
"從我家到學校很遠","學校/我/家/很遠"
"這間學校剛蓋好","這/學校/建設/剛剛/建設"
"媽媽一直罵弟弟","弟弟/媽媽/罵"
"地球表面的70%由海洋覆蓋","地球/百分之七十/海/包"
"他瞄了我一眼","他/見我"
"我自己一個人逛街","我/自己/一/去/路/消遣"
"我自己一個人逛街","我/自己/去/路/消遣"
"那棟大樓一層樓要賣一千萬","那/大樓/一層/一/賣/一千萬"
"他把房子賣了","他/房子/賣"
"一個禮拜有七天","一週/多少/七/天"
"剛剛我跟總統握手","剛剛/總統/我/握手"
"這雙鞋子穿起來很舒適","這/鞋子/穿鞋子/舒服"
"我們兩個離得很近","我們兩個/地方/近"
"最近生活很拮据","將來的最近/生活/拮据"
"互相幫忙是應該的","幫忙/互相/應該/棒"
"妹妹生病了","妹妹/生病"
"兒子長得很像爸爸","兒子/他/爸爸/他倆/臉/像"
"你以為我不會手語嗎","你/以為/我/手語/不會"
"弟弟喜歡聽歌曲(音樂)","聽/歌/弟弟/喜歡"
"你坐在這裡等我","你/這/坐/等"
"滑雪是冬季奧運的比賽項目之一","雪/滑雪/這/冬奧/裡/種類/一"
"用動物皮製作產品很殘忍","動物/皮/做/那/哭/殘忍"
"天上一點雲都沒有","天/那/雲/空/沒有"
"他睡著了","他/睡"
"為了這份計劃，他已經好幾天沒睡覺了","這/我/關係/這/計畫/這/幾天/全/ 睡/沒有"
"天雨路滑,慢慢走","那/下雨/這/路/滑/你/走/慢"
"這一個容器中的這一顆蘋果壞掉了","這/容器/這些/蘋果/一顆顆/這/這一顆/壞/臭/這"
"爸爸的襪子很多","爸爸/襪子/數量/多"
"他向媽媽說對不起","他/媽媽/我/向/媽媽/對不起"
"這梅子很酸","梅/這/酸/很/這"
"南方比北方熱","北/地方/南/地方/勝過/熱"
"他把醬油倒的到處都是","他/醬油/倒(到處)"
"他的腳掌很寬","他/腳掌/這/寬"
"我會說三種語言","我/說/種類/三/會"
"你講話聲音太小了","你/說話/聲音/說話/聲音/小"
"學生喜歡聽老師講鬼故事","老師/演講/鬼/故事//學生//他們/聽/喜歡"
"運動家精神很重要","運動/家/精神/重/要"
"信封上面要貼郵票","信/信封/信封的左上方/郵票/貼/信封的左上方"
"我被罰站好久","我/罰我/站/等"
"他開始寫作業了","他/表格/開始/寫"
"我的機車被偷了","我/機車/偷"
"紅燈停，綠燈行","紅/燈/停//綠/燈/走"
"直走到底右轉就到銀行","直/走/直/到底/右轉/這/銀行/地方"
"這道菜看起來很奇怪","這/菜/盤子/這/奇怪"
"那裡有奇怪的人走來走去","那/人/奇怪/那/走來走去"
"放學後，學生都回家了","讀書/解散/學生/他們/回家"
"所有的學生都喜歡那個老師","這/老師/他們/學生/全部/喜歡/他"
"他今天替我代班","他/今天/幫我/代替/工作"
"忽然下了雨，把每個人都淋溼了","忽然/下雨/人/這些/淋濕"
